Partition,c,λ2,r,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"19 4 1 1 1 1",19,4,6,7,N,Winning,N,27,27,1,"[R1C3]"
"20 4 1 1 1 1",20,4,6,6,N,Winning,N,27,28,1,"[R0C19,R1C3]"
"5 5 1 1 1 1",5,5,6,0,P,Losing,P,14,14,0,"N/A (P-position)"
"6 5 1 1 1 1",6,5,6,2,N,Winning,N,15,15,1,"[R0C5]"
"7 5 1 1 1 1",7,5,6,0,P,Losing,P,16,16,0,"N/A (P-position)"
"8 5 1 1 1 1",8,5,6,2,N,Winning,N,17,17,1,"[R0C7]"
"9 5 1 1 1 1",9,5,6,0,P,Losing,P,18,18,0,"N/A (P-position)"
"10 5 1 1 1 1",10,5,6,1,N,Winning,N,19,19,1,"[R0C9]"
"11 5 1 1 1 1",11,5,6,0,P,Losing,P,20,20,0,"N/A (P-position)"
"12 5 1 1 1 1",12,5,6,1,N,Winning,N,21,21,1,"[R0C11]"
"13 5 1 1 1 1",13,5,6,0,P,Losing,P,22,22,0,"N/A (P-position)"
"14 5 1 1 1 1",14,5,6,1,N,Winning,N,23,23,1,"[R0C13]"
"15 5 1 1 1 1",15,5,6,0,P,Losing,P,24,24,0,"N/A (P-position)"
"16 5 1 1 1 1",16,5,6,1,N,Winning,N,25,25,1,"[R0C15]"
"17 5 1 1 1 1",17,5,6,0,P,Losing,P,26,26,0,"N/A (P-position)"
"18 5 1 1 1 1",18,5,6,1,N,Winning,N,27,27,1,"[R0C17]"
"19 5 1 1 1 1",19,5,6,0,P,Losing,P,28,28,0,"N/A (P-position)"
"20 5 1 1 1 1",20,5,6,1,N,Winning,N,29,29,1,"[R0C19]"
"6 6 1 1 1 1",6,6,6,0,P,Losing,P,16,16,0,"N/A (P-position)"
"7 6 1 1 1 1",7,6,6,1,N,Winning,N,17,17,2,"[R0C6] / [R1C5]"
"8 6 1 1 1 1",8,6,6,7,N,Winning,N,17,18,1,"[R0C7,R1C5]"
"9 6 1 1 1 1",9,6,6,1,N,Winning,N,19,19,1,"[R1C5]"
"10 6 1 1 1 1",10,6,6,2,N,Winning,N,19,20,1,"[R0C9,R1C5]"
"11 6 1 1 1 1",11,6,6,3,N,Winning,N,21,21,1,"[R1C5]"
"12 6 1 1 1 1",12,6,6,2,N,Winning,N,21,22,1,"[R0C11,R1C5]"
"13 6 1 1 1 1",13,6,6,3,N,Winning,N,23,23,1,"[R1C5]"
"14 6 1 1 1 1",14,6,6,2,N,Winning,N,23,24,1,"[R0C13,R1C5]"
"15 6 1 1 1 1",15,6,6,3,N,Winning,N,25,25,1,"[R1C5]"
"16 6 1 1 1 1",16,6,6,2,N,Winning,N,25,26,1,"[R0C15,R1C5]"
"17 6 1 1 1 1",17,6,6,3,N,Winning,N,27,27,1,"[R1C5]"
"18 6 1 1 1 1",18,6,6,2,N,Winning,N,27,28,1,"[R0C17,R1C5]"
"19 6 1 1 1 1",19,6,6,3,N,Winning,N,29,29,1,"[R1C5]"
"20 6 1 1 1 1",20,6,6,2,N,Winning,N,29,30,1,"[R0C19,R1C5]"
"7 7 1 1 1 1",7,7,6,0,P,Losing,P,18,18,0,"N/A (P-position)"
"8 7 1 1 1 1",8,7,6,2,N,Winning,N,19,19,1,"[R0C7]"
"9 7 1 1 1 1",9,7,6,0,P,Losing,P,20,20,0,"N/A (P-position)"
"10 7 1 1 1 1",10,7,6,3,N,Winning,N,21,21,1,"[R0C9]"
"11 7 1 1 1 1",11,7,6,0,P,Losing,P,22,22,0,"N/A (P-position)"
"12 7 1 1 1 1",12,7,6,1,N,Winning,N,23,23,1,"[R0C11]"
"13 7 1 1 1 1",13,7,6,0,P,Losing,P,24,24,0,"N/A (P-position)"
"14 7 1 1 1 1",14,7,6,1,N,Winning,N,25,25,1,"[R0C13]"
"15 7 1 1 1 1",15,7,6,0,P,Losing,P,26,26,0,"N/A (P-position)"
"16 7 1 1 1 1",16,7,6,1,N,Winning,N,27,27,1,"[R0C15]"
"17 7 1 1 1 1",17,7,6,0,P,Losing,P,28,28,0,"N/A (P-position)"
"18 7 1 1 1 1",18,7,6,1,N,Winning,N,29,29,1,"[R0C17]"
"19 7 1 1 1 1",19,7,6,0,P,Losing,P,30,30,0,"N/A (P-position)"
"20 7 1 1 1 1",20,7,6,1,N,Winning,N,31,31,1,"[R0C19]"
"8 8 1 1 1 1",8,8,6,0,P,Losing,P,20,20,0,"N/A (P-position)"
"9 8 1 1 1 1",9,8,6,1,N,Winning,N,21,21,2,"[R0C8] / [R1C7]"
"10 8 1 1 1 1",10,8,6,2,N,Winning,N,21,22,1,"[R0C9,R1C7]"
"11 8 1 1 1 1",11,8,6,1,N,Winning,N,23,23,1,"[R1C7]"
"12 8 1 1 1 1",12,8,6,2,N,Winning,N,23,24,1,"[R0C11,R1C7]"
"13 8 1 1 1 1",13,8,6,3,N,Winning,N,25,25,1,"[R1C7]"
"14 8 1 1 1 1",14,8,6,2,N,Winning,N,25,26,1,"[R0C13,R1C7]"
"15 8 1 1 1 1",15,8,6,3,N,Winning,N,27,27,1,"[R1C7]"
"16 8 1 1 1 1",16,8,6,2,N,Winning,N,27,28,1,"[R0C15,R1C7]"
"17 8 1 1 1 1",17,8,6,3,N,Winning,N,29,29,1,"[R1C7]"
"18 8 1 1 1 1",18,8,6,2,N,Winning,N,29,30,1,"[R0C17,R1C7]"
"19 8 1 1 1 1",19,8,6,3,N,Winning,N,31,31,1,"[R1C7]"
"20 8 1 1 1 1",20,8,6,2,N,Winning,N,31,32,1,"[R0C19,R1C7]"
"9 9 1 1 1 1",9,9,6,0,P,Losing,P,22,22,0,"N/A (P-position)"
"10 9 1 1 1 1",10,9,6,6,N,Winning,N,23,23,1,"[R0C9]"
"11 9 1 1 1 1",11,9,6,0,P,Losing,P,24,24,0,"N/A (P-position)"
"12 9 1 1 1 1",12,9,6,3,N,Winning,N,25,25,1,"[R0C11]"
"13 9 1 1 1 1",13,9,6,0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 9 1 1 1 1",14,9,6,1,N,Winning,N,27,27,1,"[R0C13]"
"15 9 1 1 1 1",15,9,6,0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 9 1 1 1 1",16,9,6,1,N,Winning,N,29,29,1,"[R0C15]"
"17 9 1 1 1 1",17,9,6,0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 9 1 1 1 1",18,9,6,1,N,Winning,N,31,31,1,"[R0C17]"
"19 9 1 1 1 1",19,9,6,0,P,Losing,P,32,32,0,"N/A (P-position)"
"20 9 1 1 1 1",20,9,6,1,N,Winning,N,33,33,1,"[R0C19]"
"10 10 1 1 1 1",10,10,6,0,P,Losing,P,24,24,0,"N/A (P-position)"
"11 10 1 1 1 1",11,10,6,1,N,Winning,N,25,25,2,"[R0C10] / [R1C9]"
"12 10 1 1 1 1",12,10,6,2,N,Winning,N,25,26,1,"[R0C11,R1C9]"
"13 10 1 1 1 1",13,10,6,1,N,Winning,N,27,27,1,"[R1C9]"
"14 10 1 1 1 1",14,10,6,2,N,Winning,N,27,28,1,"[R0C13,R1C9]"
"15 10 1 1 1 1",15,10,6,3,N,Winning,N,29,29,1,"[R1C9]"
"16 10 1 1 1 1",16,10,6,2,N,Winning,N,29,30,1,"[R0C15,R1C9]"
"17 10 1 1 1 1",17,10,6,3,N,Winning,N,31,31,1,"[R1C9]"
"18 10 1 1 1 1",18,10,6,2,N,Winning,N,31,32,1,"[R0C17,R1C9]"
"19 10 1 1 1 1",19,10,6,3,N,Winning,N,33,33,1,"[R1C9]"
"20 10 1 1 1 1",20,10,6,2,N,Winning,N,33,34,1,"[R0C19,R1C9]"
"11 11 1 1 1 1",11,11,6,0,P,Losing,P,26,26,0,"N/A (P-position)"
"12 11 1 1 1 1",12,11,6,6,N,Winning,N,27,27,1,"[R0C11]"
"13 11 1 1 1 1",13,11,6,0,P,Losing,P,28,28,0,"N/A (P-position)"
"14 11 1 1 1 1",14,11,6,3,N,Winning,N,29,29,1,"[R0C13]"
"15 11 1 1 1 1",15,11,6,0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 11 1 1 1 1",16,11,6,1,N,Winning,N,31,31,1,"[R0C15]"
"17 11 1 1 1 1",17,11,6,0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 11 1 1 1 1",18,11,6,1,N,Winning,N,33,33,1,"[R0C17]"
"19 11 1 1 1 1",19,11,6,0,P,Losing,P,34,34,0,"N/A (P-position)"
"20 11 1 1 1 1",20,11,6,1,N,Winning,N,35,35,1,"[R0C19]"
"12 12 1 1 1 1",12,12,6,0,P,Losing,P,28,28,0,"N/A (P-position)"
"13 12 1 1 1 1",13,12,6,1,N,Winning,N,29,29,2,"[R0C12] / [R1C11]"
"14 12 1 1 1 1",14,12,6,2,N,Winning,N,29,30,1,"[R0C13,R1C11]"
"15 12 1 1 1 1",15,12,6,1,N,Winning,N,31,31,1,"[R1C11]"
"16 12 1 1 1 1",16,12,6,2,N,Winning,N,31,32,1,"[R0C15,R1C11]"
"17 12 1 1 1 1",17,12,6,3,N,Winning,N,33,33,1,"[R1C11]"
"18 12 1 1 1 1",18,12,6,2,N,Winning,N,33,34,1,"[R0C17,R1C11]"
"19 12 1 1 1 1",19,12,6,3,N,Winning,N,35,35,1,"[R1C11]"
"20 12 1 1 1 1",20,12,6,2,N,Winning,N,35,36,1,"[R0C19,R1C11]"
"13 13 1 1 1 1",13,13,6,0,P,Losing,P,30,30,0,"N/A (P-position)"
"14 13 1 1 1 1",14,13,6,6,N,Winning,N,31,31,1,"[R0C13]"
"15 13 1 1 1 1",15,13,6,0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 13 1 1 1 1",16,13,6,3,N,Winning,N,33,33,1,"[R0C15]"
"17 13 1 1 1 1",17,13,6,0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 13 1 1 1 1",18,13,6,1,N,Winning,N,35,35,1,"[R0C17]"
"19 13 1 1 1 1",19,13,6,0,P,Losing,P,36,36,0,"N/A (P-position)"
"20 13 1 1 1 1",20,13,6,1,N,Winning,N,37,37,1,"[R0C19]"
"14 14 1 1 1 1",14,14,6,0,P,Losing,P,32,32,0,"N/A (P-position)"
"15 14 1 1 1 1",15,14,6,1,N,Winning,N,33,33,2,"[R0C14] / [R1C13]"
"16 14 1 1 1 1",16,14,6,2,N,Winning,N,33,34,1,"[R0C15,R1C13]"
"17 14 1 1 1 1",17,14,6,1,N,Winning,N,35,35,1,"[R1C13]"
"18 14 1 1 1 1",18,14,6,2,N,Winning,N,35,36,1,"[R0C17,R1C13]"
"19 14 1 1 1 1",19,14,6,3,N,Winning,N,37,37,1,"[R1C13]"
"20 14 1 1 1 1",20,14,6,2,N,Winning,N,37,38,1,"[R0C19,R1C13]"
"15 15 1 1 1 1",15,15,6,0,P,Losing,P,34,34,0,"N/A (P-position)"
"16 15 1 1 1 1",16,15,6,6,N,Winning,N,35,35,1,"[R0C15]"
"17 15 1 1 1 1",17,15,6,0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 15 1 1 1 1",18,15,6,3,N,Winning,N,37,37,1,"[R0C17]"
"19 15 1 1 1 1",19,15,6,0,P,Losing,P,38,38,0,"N/A (P-position)"
"20 15 1 1 1 1",20,15,6,1,N,Winning,N,39,39,1,"[R0C19]"
"16 16 1 1 1 1",16,16,6,0,P,Losing,P,36,36,0,"N/A (P-position)"
"17 16 1 1 1 1",17,16,6,1,N,Winning,N,37,37,2,"[R0C16] / [R1C15]"
"18 16 1 1 1 1",18,16,6,2,N,Winning,N,37,38,1,"[R0C17,R1C15]"
"19 16 1 1 1 1",19,16,6,1,N,Winning,N,39,39,1,"[R1C15]"
"20 16 1 1 1 1",20,16,6,2,N,Winning,N,39,40,1,"[R0C19,R1C15]"
"17 17 1 1 1 1",17,17,6,0,P,Losing,P,38,38,0,"N/A (P-position)"
"18 17 1 1 1 1",18,17,6,6,N,Winning,N,39,39,1,"[R0C17]"
"19 17 1 1 1 1",19,17,6,0,P,Losing,P,40,40,0,"N/A (P-position)"
"20 17 1 1 1 1",20,17,6,3,N,Winning,N,41,41,1,"[R0C19]"
"18 18 1 1 1 1",18,18,6,0,P,Losing,P,40,40,0,"N/A (P-position)"
"19 18 1 1 1 1",19,18,6,1,N,Winning,N,41,41,2,"[R0C18] / [R1C17]"
"20 18 1 1 1 1",20,18,6,2,N,Winning,N,41,42,1,"[R0C19,R1C17]"
"19 19 1 1 1 1",19,19,6,0,P,Losing,P,42,42,0,"N/A (P-position)"
"20 19 1 1 1 1",20,19,6,6,N,Winning,N,43,43,1,"[R0C19]"
"20 20 1 1 1 1",20,20,6,0,P,Losing,P,44,44,0,"N/A (P-position)"
"2 2 1 1 1 1 1",2,2,7,1,N,Winning,N,9,9,1,"[R6C0]"
"3 2 1 1 1 1 1",3,2,7,4,N,Winning,N,9,10,2,"[R1C1] / [R0C2,R6C0]"
"4 2 1 1 1 1 1",4,2,7,6,N,Winning,N,9,11,1,"[R0C3,R1C1]"
"5 2 1 1 1 1 1",5,2,7,5,N,Winning,N,11,12,1,"[R1C1]"
"6 2 1 1 1 1 1",6,2,7,6,N,Winning,N,11,13,1,"[R0C5,R1C1]"
"7 2 1 1 1 1 1",7,2,7,1,N,Winning,N,13,14,1,"[R1C1]"
"8 2 1 1 1 1 1",8,2,7,4,N,Winning,N,13,15,1,"[R0C7,R1C1]"
"9 2 1 1 1 1 1",9,2,7,5,N,Winning,N,15,16,1,"[R1C1]"
"10 2 1 1 1 1 1",10,2,7,4,N,Winning,N,15,17,1,"[R0C9,R1C1]"
"11 2 1 1 1 1 1",11,2,7,5,N,Winning,N,17,18,1,"[R1C1]"
"12 2 1 1 1 1 1",12,2,7,4,N,Winning,N,17,19,1,"[R0C11,R1C1]"
"13 2 1 1 1 1 1",13,2,7,5,N,Winning,N,19,20,1,"[R1C1]"
"14 2 1 1 1 1 1",14,2,7,4,N,Winning,N,19,21,1,"[R0C13,R1C1]"
"15 2 1 1 1 1 1",15,2,7,5,N,Winning,N,21,22,1,"[R1C1]"
"16 2 1 1 1 1 1",16,2,7,4,N,Winning,N,21,23,1,"[R0C15,R1C1]"
"17 2 1 1 1 1 1",17,2,7,5,N,Winning,N,23,24,1,"[R1C1]"
"18 2 1 1 1 1 1",18,2,7,4,N,Winning,N,23,25,1,"[R0C17,R1C1]"
"19 2 1 1 1 1 1",19,2,7,5,N,Winning,N,25,26,1,"[R1C1]"
"20 2 1 1 1 1 1",20,2,7,4,N,Winning,N,25,27,1,"[R0C19,R1C1]"
"3 3 1 1 1 1 1",3,3,7,1,N,Winning,N,11,11,1,"[R6C0]"
"4 3 1 1 1 1 1",4,3,7,2,N,Winning,N,11,12,1,"[R0C3,R6C0]"
"5 3 1 1 1 1 1",5,3,7,1,N,Winning,N,13,13,1,"[R6C0]"
"6 3 1 1 1 1 1",6,3,7,2,N,Winning,N,13,14,1,"[R0C5,R6C0]"
"7 3 1 1 1 1 1",7,3,7,4,N,Winning,N,15,15,1,"[R6C0]"
"8 3 1 1 1 1 1",8,3,7,2,N,Winning,N,15,16,1,"[R0C7,R6C0]"
"9 3 1 1 1 1 1",9,3,7,3,N,Winning,N,17,17,1,"[R6C0]"
"10 3 1 1 1 1 1",10,3,7,2,N,Winning,N,17,18,1,"[R0C9,R6C0]"
"11 3 1 1 1 1 1",11,3,7,3,N,Winning,N,19,19,1,"[R6C0]"
"12 3 1 1 1 1 1",12,3,7,2,N,Winning,N,19,20,1,"[R0C11,R6C0]"
"13 3 1 1 1 1 1",13,3,7,3,N,Winning,N,21,21,1,"[R6C0]"
"14 3 1 1 1 1 1",14,3,7,2,N,Winning,N,21,22,1,"[R0C13,R6C0]"
"15 3 1 1 1 1 1",15,3,7,3,N,Winning,N,23,23,1,"[R6C0]"
"16 3 1 1 1 1 1",16,3,7,2,N,Winning,N,23,24,1,"[R0C15,R6C0]"
"17 3 1 1 1 1 1",17,3,7,3,N,Winning,N,25,25,1,"[R6C0]"
"18 3 1 1 1 1 1",18,3,7,2,N,Winning,N,25,26,1,"[R0C17,R6C0]"
"19 3 1 1 1 1 1",19,3,7,3,N,Winning,N,27,27,1,"[R6C0]"
"20 3 1 1 1 1 1",20,3,7,2,N,Winning,N,27,28,1,"[R0C19,R6C0]"
"4 4 1 1 1 1 1",4,4,7,1,N,Winning,N,13,13,1,"[R6C0]"
"5 4 1 1 1 1 1",5,4,7,4,N,Winning,N,13,14,2,"[R0C4,R6C0] / [R1C3,R6C0]"
"6 4 1 1 1 1 1",6,4,7,6,N,Winning,N,13,15,1,"[R0C5,R1C3,R6C0]"
"7 4 1 1 1 1 1",7,4,7,7,N,Winning,N,15,16,1,"[R1C3,R6C0]"
"8 4 1 1 1 1 1",8,4,7,3,N,Winning,N,15,17,1,"[R0C7,R1C3,R6C0]"
"9 4 1 1 1 1 1",9,4,7,4,N,Winning,N,17,18,1,"[R1C3,R6C0]"
"10 4 1 1 1 1 1",10,4,7,5,N,Winning,N,17,19,1,"[R0C9,R1C3,R6C0]"
"11 4 1 1 1 1 1",11,4,7,4,N,Winning,N,19,20,1,"[R1C3,R6C0]"
"12 4 1 1 1 1 1",12,4,7,5,N,Winning,N,19,21,1,"[R0C11,R1C3,R6C0]"
"13 4 1 1 1 1 1",13,4,7,4,N,Winning,N,21,22,1,"[R1C3,R6C0]"
"14 4 1 1 1 1 1",14,4,7,5,N,Winning,N,21,23,1,"[R0C13,R1C3,R6C0]"
"15 4 1 1 1 1 1",15,4,7,4,N,Winning,N,23,24,1,"[R1C3,R6C0]"
"16 4 1 1 1 1 1",16,4,7,5,N,Winning,N,23,25,1,"[R0C15,R1C3,R6C0]"
"17 4 1 1 1 1 1",17,4,7,4,N,Winning,N,25,26,1,"[R1C3,R6C0]"
"18 4 1 1 1 1 1",18,4,7,5,N,Winning,N,25,27,1,"[R0C17,R1C3,R6C0]"
"19 4 1 1 1 1 1",19,4,7,4,N,Winning,N,27,28,1,"[R1C3,R6C0]"
"20 4 1 1 1 1 1",20,4,7,5,N,Winning,N,27,29,1,"[R0C19,R1C3,R6C0]"
"5 5 1 1 1 1 1",5,5,7,2,N,Winning,N,15,15,1,"[R6C0]"
"6 5 1 1 1 1 1",6,5,7,5,N,Winning,N,15,16,1,"[R0C5,R6C0]"
"7 5 1 1 1 1 1",7,5,7,4,N,Winning,N,17,17,1,"[R6C0]"
"8 5 1 1 1 1 1",8,5,7,5,N,Winning,N,17,18,1,"[R0C7,R6C0]"
"9 5 1 1 1 1 1",9,5,7,1,N,Winning,N,19,19,1,"[R6C0]"
"10 5 1 1 1 1 1",10,5,7,2,N,Winning,N,19,20,1,"[R0C9,R6C0]"
"11 5 1 1 1 1 1",11,5,7,3,N,Winning,N,21,21,1,"[R6C0]"
"12 5 1 1 1 1 1",12,5,7,2,N,Winning,N,21,22,1,"[R0C11,R6C0]"
"13 5 1 1 1 1 1",13,5,7,3,N,Winning,N,23,23,1,"[R6C0]"
"14 5 1 1 1 1 1",14,5,7,2,N,Winning,N,23,24,1,"[R0C13,R6C0]"
"15 5 1 1 1 1 1",15,5,7,3,N,Winning,N,25,25,1,"[R6C0]"
"16 5 1 1 1 1 1",16,5,7,2,N,Winning,N,25,26,1,"[R0C15,R6C0]"
"17 5 1 1 1 1 1",17,5,7,3,N,Winning,N,27,27,1,"[R6C0]"
"18 5 1 1 1 1 1",18,5,7,2,N,Winning,N,27,28,1,"[R0C17,R6C0]"
"19 5 1 1 1 1 1",19,5,7,3,N,Winning,N,29,29,1,"[R6C0]"
"20 5 1 1 1 1 1",20,5,7,2,N,Winning,N,29,30,1,"[R0C19,R6C0]"
"6 6 1 1 1 1 1",6,6,7,1,N,Winning,N,17,17,1,"[R6C0]"
"7 6 1 1 1 1 1",7,6,7,3,N,Winning,N,17,18,2,"[R0C6,R6C0] / [R1C5,R6C0]"
"8 6 1 1 1 1 1",8,6,7,6,N,Winning,N,17,19,1,"[R0C7,R1C5,R6C0]"
"9 6 1 1 1 1 1",9,6,7,3,N,Winning,N,19,20,1,"[R1C5,R6C0]"
"10 6 1 1 1 1 1",10,6,7,4,N,Winning,N,19,21,1,"[R0C9,R1C5,R6C0]"
"11 6 1 1 1 1 1",11,6,7,5,N,Winning,N,21,22,1,"[R1C5,R6C0]"
"12 6 1 1 1 1 1",12,6,7,4,N,Winning,N,21,23,1,"[R0C11,R1C5,R6C0]"
"13 6 1 1 1 1 1",13,6,7,5,N,Winning,N,23,24,1,"[R1C5,R6C0]"
"14 6 1 1 1 1 1",14,6,7,4,N,Winning,N,23,25,1,"[R0C13,R1C5,R6C0]"
"15 6 1 1 1 1 1",15,6,7,5,N,Winning,N,25,26,1,"[R1C5,R6C0]"
"16 6 1 1 1 1 1",16,6,7,4,N,Winning,N,25,27,1,"[R0C15,R1C5,R6C0]"
"17 6 1 1 1 1 1",17,6,7,5,N,Winning,N,27,28,1,"[R1C5,R6C0]"
"18 6 1 1 1 1 1",18,6,7,4,N,Winning,N,27,29,1,"[R0C17,R1C5,R6C0]"
"19 6 1 1 1 1 1",19,6,7,5,N,Winning,N,29,30,1,"[R1C5,R6C0]"
"20 6 1 1 1 1 1",20,6,7,4,N,Winning,N,29,31,1,"[R0C19,R1C5,R6C0]"
"7 7 1 1 1 1 1",7,7,7,2,N,Winning,N,19,19,1,"[R6C0]"
"8 7 1 1 1 1 1",8,7,7,4,N,Winning,N,19,20,1,"[R0C7,R6C0]"
"9 7 1 1 1 1 1",9,7,7,5,N,Winning,N,21,21,1,"[R6C0]"
"10 7 1 1 1 1 1",10,7,7,6,N,Winning,N,21,22,1,"[R0C9,R6C0]"
"11 7 1 1 1 1 1",11,7,7,1,N,Winning,N,23,23,1,"[R6C0]"
"12 7 1 1 1 1 1",12,7,7,6,N,Winning,N,23,24,1,"[R0C11,R6C0]"
"13 7 1 1 1 1 1",13,7,7,7,N,Winning,N,25,25,1,"[R6C0]"
"14 7 1 1 1 1 1",14,7,7,6,N,Winning,N,25,26,1,"[R0C13,R6C0]"
"15 7 1 1 1 1 1",15,7,7,7,N,Winning,N,27,27,1,"[R6C0]"
"16 7 1 1 1 1 1",16,7,7,6,N,Winning,N,27,28,1,"[R0C15,R6C0]"
"17 7 1 1 1 1 1",17,7,7,7,N,Winning,N,29,29,1,"[R6C0]"
"18 7 1 1 1 1 1",18,7,7,6,N,Winning,N,29,30,1,"[R0C17,R6C0]"
"19 7 1 1 1 1 1",19,7,7,7,N,Winning,N,31,31,1,"[R6C0]"
"20 7 1 1 1 1 1",20,7,7,6,N,Winning,N,31,32,1,"[R0C19,R6C0]"
"8 8 1 1 1 1 1",8,8,7,1,N,Winning,N,21,21,1,"[R6C0]"
"9 8 1 1 1 1 1",9,8,7,3,N,Winning,N,21,22,2,"[R0C8,R6C0] / [R1C7,R6C0]"
"10 8 1 1 1 1 1",10,8,7,4,N,Winning,N,21,23,1,"[R0C9,R1C7,R6C0]"
"11 8 1 1 1 1 1",11,8,7,5,N,Winning,N,23,24,1,"[R1C7,R6C0]"
"12 8 1 1 1 1 1",12,8,7,3,N,Winning,N,23,25,1,"[R0C11,R1C7,R6C0]"
"13 8 1 1 1 1 1",13,8,7,4,N,Winning,N,25,26,1,"[R1C7,R6C0]"
"14 8 1 1 1 1 1",14,8,7,5,N,Winning,N,25,27,1,"[R0C13,R1C7,R6C0]"
"15 8 1 1 1 1 1",15,8,7,4,N,Winning,N,27,28,1,"[R1C7,R6C0]"
"16 8 1 1 1 1 1",16,8,7,5,N,Winning,N,27,29,1,"[R0C15,R1C7,R6C0]"
"17 8 1 1 1 1 1",17,8,7,4,N,Winning,N,29,30,1,"[R1C7,R6C0]"
"18 8 1 1 1 1 1",18,8,7,5,N,Winning,N,29,31,1,"[R0C17,R1C7,R6C0]"
"19 8 1 1 1 1 1",19,8,7,4,N,Winning,N,31,32,1,"[R1C7,R6C0]"
"20 8 1 1 1 1 1",20,8,7,5,N,Winning,N,31,33,1,"[R0C19,R1C7,R6C0]"
"9 9 1 1 1 1 1",9,9,7,2,N,Winning,N,23,23,1,"[R6C0]"
"10 9 1 1 1 1 1",10,9,7,5,N,Winning,N,23,24,1,"[R0C9,R6C0]"
"11 9 1 1 1 1 1",11,9,7,3,N,Winning,N,25,25,1,"[R6C0]"
"12 9 1 1 1 1 1",12,9,7,4,N,Winning,N,25,26,1,"[R0C11,R6C0]"
"13 9 1 1 1 1 1",13,9,7,1,N,Winning,N,27,27,1,"[R6C0]"
"14 9 1 1 1 1 1",14,9,7,6,N,Winning,N,27,28,1,"[R0C13,R6C0]"
"15 9 1 1 1 1 1",15,9,7,7,N,Winning,N,29,29,1,"[R6C0]"
"16 9 1 1 1 1 1",16,9,7,6,N,Winning,N,29,30,1,"[R0C15,R6C0]"
"17 9 1 1 1 1 1",17,9,7,7,N,Winning,N,31,31,1,"[R6C0]"
"18 9 1 1 1 1 1",18,9,7,6,N,Winning,N,31,32,1,"[R0C17,R6C0]"
"19 9 1 1 1 1 1",19,9,7,7,N,Winning,N,33,33,1,"[R6C0]"
"20 9 1 1 1 1 1",20,9,7,6,N,Winning,N,33,34,1,"[R0C19,R6C0]"
"10 10 1 1 1 1 1",10,10,7,1,N,Winning,N,25,25,1,"[R6C0]"
"11 10 1 1 1 1 1",11,10,7,2,N,Winning,N,25,26,2,"[R0C10,R6C0] / [R1C9,R6C0]"
"12 10 1 1 1 1 1",12,10,7,5,N,Winning,N,25,27,1,"[R0C11,R1C9,R6C0]"
"13 10 1 1 1 1 1",13,10,7,6,N,Winning,N,27,28,1,"[R1C9,R6C0]"
"14 10 1 1 1 1 1",14,10,7,3,N,Winning,N,27,29,1,"[R0C13,R1C9,R6C0]"
"15 10 1 1 1 1 1",15,10,7,4,N,Winning,N,29,30,1,"[R1C9,R6C0]"
"16 10 1 1 1 1 1",16,10,7,5,N,Winning,N,29,31,1,"[R0C15,R1C9,R6C0]"
"17 10 1 1 1 1 1",17,10,7,4,N,Winning,N,31,32,1,"[R1C9,R6C0]"
"18 10 1 1 1 1 1",18,10,7,5,N,Winning,N,31,33,1,"[R0C17,R1C9,R6C0]"
"19 10 1 1 1 1 1",19,10,7,4,N,Winning,N,33,34,1,"[R1C9,R6C0]"
"20 10 1 1 1 1 1",20,10,7,5,N,Winning,N,33,35,1,"[R0C19,R1C9,R6C0]"
"11 11 1 1 1 1 1",11,11,7,3,N,Winning,N,27,27,1,"[R6C0]"
"12 11 1 1 1 1 1",12,11,7,4,N,Winning,N,27,28,1,"[R0C11,R6C0]"
"13 11 1 1 1 1 1",13,11,7,3,N,Winning,N,29,29,1,"[R6C0]"
"14 11 1 1 1 1 1",14,11,7,4,N,Winning,N,29,30,1,"[R0C13,R6C0]"
"15 11 1 1 1 1 1",15,11,7,1,N,Winning,N,31,31,1,"[R6C0]"
"16 11 1 1 1 1 1",16,11,7,6,N,Winning,N,31,32,1,"[R0C15,R6C0]"
"17 11 1 1 1 1 1",17,11,7,7,N,Winning,N,33,33,1,"[R6C0]"
"18 11 1 1 1 1 1",18,11,7,6,N,Winning,N,33,34,1,"[R0C17,R6C0]"
"19 11 1 1 1 1 1",19,11,7,7,N,Winning,N,35,35,1,"[R6C0]"
"20 11 1 1 1 1 1",20,11,7,6,N,Winning,N,35,36,1,"[R0C19,R6C0]"
"12 12 1 1 1 1 1",12,12,7,1,N,Winning,N,29,29,1,"[R6C0]"
"13 12 1 1 1 1 1",13,12,7,2,N,Winning,N,29,30,2,"[R0C12,R6C0] / [R1C11,R6C0]"
"14 12 1 1 1 1 1",14,12,7,5,N,Winning,N,29,31,1,"[R0C13,R1C11,R6C0]"
"15 12 1 1 1 1 1",15,12,7,6,N,Winning,N,31,32,1,"[R1C11,R6C0]"
